Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,715.7157592773438,816.7579345703125,525.0233154296875,613.90576171875,550.4078979492188,402391654.0
2008-02-01,616.6547241210938,654.2979125976562,553.5033569335938,610.0795288085938,546.977294921875,221082696.0
2008-03-01,594.3164672851562,601.3993530273438,525.0233154296875,561.1310424804688,503.0916748046875,260177041.0
2008-04-01,569.3530883789062,673.1195068359375,555.6083984375,647.4874877929688,580.5159912109375,239691023.0
2008-05-01,647.4874877929688,749.396484375,591.951416015625,595.2327880859375,533.6661987304688,202767888.0
2008-06-01,601.30029296875,605.2626953125,484.47021484375,518.869140625,467.4610290527344,403305303.0
2008-07-01,522.5467529296875,579.1229858398438,475.4927978515625,546.69287109375,492.528076171875,375762130.0
2008-08-01,537.4183349609375,588.42236328125,508.38104248046875,529.0352783203125,476.6199951171875,251437087.0
2008-09-01,525.0233154296875,557.2181396484375,437.1066589355469,482.76141357421875,434.9308166503906,391673848.0
2008-10-01,485.3988952636719,486.1418762207031,230.31683349609375,340.6336364746094,306.8846130371094,560154403.0
2008-11-01,356.3719482421875,372.76654052734375,255.60214233398438,280.9493713378906,253.11367797851562,586704497.0
2008-12-01,278.683349609375,348.44708251953125,253.84381103515625,305.2936096191406,275.0460205078125,590585517.0
2009-01-01,307.089111328125,344.2369689941406,263.7499084472656,327.7928466796875,295.3161315917969,487445409.0
2009-02-01,319.47174072265625,350.2054138183594,297.517333984375,313.5404357910156,282.4757385253906,331245026.0
2009-03-01,304.2906188964844,392.1329650878906,276.20684814453125,377.608154296875,340.19586181640625,453204994.0
2009-04-01,377.1747741699219,455.68060302734375,370.8224792480469,448.3005676269531,403.88421630859375,360871496.0
2009-05-01,448.3005676269531,627.799072265625,448.3005676269531,562.6417236328125,506.8968811035156,362932033.0
2009-06-01,577.0303344726562,589.165283203125,470.5397644042969,501.1000671386719,451.4525146484375,392309269.0
2009-07-01,502.7098083496094,540.6254272460938,425.2441101074219,484.25970458984375,436.28057861328125,395058212.0
2009-08-01,487.6029968261719,526.2615356445312,462.51580810546875,496.5680236816406,447.36944580078125,273307065.0
2009-09-01,501.44677734375,554.7168579101562,476.31005859375,545.244140625,491.2229919433594,331436783.0
2009-10-01,544.8107299804688,565.4649658203125,475.98809814453125,478.2541198730469,430.8700866699219,276999635.0
2009-11-01,477.22637939453125,551.2496948242188,446.33172607421875,526.7568969726562,477.42547607421875,289153778.0
2009-12-01,532.452880859375,554.7415771484375,490.3519592285156,540.1548461914062,489.5687561035156,156878973.0
2010-01-01,541.541748046875,569.5512084960938,504.27001953125,518.1881103515625,469.6591796875,296741319.0
2010-02-01,513.8789672851562,523.2154541015625,475.0718078613281,484.87884521484375,439.46929931640625,149833036.0
2010-03-01,484.87884521484375,550.2838745117188,484.87884521484375,532.0814208984375,482.25128173828125,193658746.0
2010-04-01,533.9387817382812,569.4521484375,501.2486572265625,511.947265625,464.0027770996094,173982885.0
2010-05-01,508.18292236328125,541.5664672851562,483.4176940917969,517.8909301757812,469.3898620605469,219514664.0
2010-06-01,516.751708984375,541.8389282226562,492.8780212402344,539.8081665039062,492.5931396484375,187134666.0
2010-07-01,536.91064453125,542.0865478515625,498.8959655761719,500.0846862792969,456.3441162109375,157226352.0
2010-08-01,503.2298889160156,510.6594543457031,453.2040710449219,455.28436279296875,415.4622497558594,215237434.0
2010-09-01,458.181884765625,519.3272705078125,456.1759033203125,488.9898681640625,446.2197265625,222139806.0
2010-10-01,491.3425598144531,549.78857421875,490.3519592285156,542.9780883789062,495.48577880859375,221870826.0
2010-11-01,555.2369384765625,557.1685791015625,474.6507873535156,488.172607421875,445.47393798828125,208570383.0
2010-12-01,487.87542724609375,532.452880859375,484.77978515625,524.37939453125,478.5137634277344,172599878.0
2011-01-01,527.4998168945312,540.5758666992188,446.7651062011719,455.3338928222656,415.5075378417969,206487278.0
2011-02-01,458.2066650390625,499.96087646484375,438.39447021484375,477.59783935546875,435.8240966796875,248984051.0
2011-03-01,482.2784729003906,522.5467529296875,477.4740295410156,519.6244506835938,474.1747741699219,199295793.0
2011-04-01,519.5997314453125,527.9456176757812,480.44586181640625,487.25628662109375,444.6377868652344,129998975.0
2011-05-01,487.3305969238281,488.7669677734375,444.9572448730469,471.4560546875,430.2195129394531,145039042.0
2011-06-01,471.5303649902344,478.9599304199219,410.1620788574219,445.03155517578125,409.56378173828125,172026824.0
2011-07-01,449.24163818359375,449.24163818359375,407.7103271484375,410.0877685546875,377.4048767089844,170598913.0
2011-08-01,415.0655822753906,415.5113525390625,352.65716552734375,387.6257019042969,356.73297119140625,178732429.0
2011-09-01,387.6257019042969,425.4670104980469,370.2652587890625,400.3797912597656,368.4706726074219,253012291.0
2011-10-01,391.88531494140625,447.7557373046875,377.298583984375,434.6549072265625,400.0141296386719,147701707.0
2011-11-01,431.1629943847656,448.25103759765625,371.97406005859375,385.47113037109375,354.75018310546875,161412250.0
2011-12-01,395.7486877441406,418.3345947265625,341.26513671875,343.2215881347656,315.8677673339844,195096022.0
2012-01-01,345.1285400390625,410.0630187988281,340.3488464355469,404.7137145996094,372.4591979980469,220752234.0
2012-02-01,405.6052551269531,428.29022216796875,379.0816955566406,406.5215759277344,374.1229248046875,206992486.0
2012-03-01,402.0885925292969,411.1031494140625,355.6289978027344,371.77593994140625,342.1463928222656,193837495.0
2012-04-01,371.15679931640625,377.8681945800781,358.4522399902344,369.0517578125,339.6393737792969,123473894.0
2012-05-01,369.0022277832031,372.17218017578125,333.3650207519531,349.4872131347656,321.6340637207031,153074170.0
2012-06-01,350.35400390625,367.9868469238281,333.53839111328125,365.4607849121094,340.4317626953125,134825630.0
2012-07-01,364.2968444824219,369.54705810546875,350.0072937011719,368.3088073730469,343.08477783203125,100129560.0
2012-08-01,366.6495361328125,408.57708740234375,361.8450622558594,379.60174560546875,353.6043395996094,143638045.0
2012-09-01,380.3942565917969,436.660888671875,376.4565734863281,414.6693420410156,386.2702941894531,152276198.0
2012-10-01,416.05621337890625,426.9529113769531,337.97137451171875,398.9681701660156,371.6444396972656,133048777.0
2012-11-01,393.7674865722656,403.6240539550781,376.97662353515625,393.12359619140625,366.20013427734375,108951061.0
2012-12-01,393.7674865722656,420.9101867675781,391.1671142578125,415.83331298828125,387.35455322265625,98668941.0
2013-01-01,418.03741455078125,473.0162658691406,414.1988220214844,439.16217041015625,409.085693359375,166798828.0
2013-02-01,441.4901123046875,446.2698059082031,399.0920104980469,403.1039733886719,375.4969787597656,110464347.0
2013-03-01,404.16888427734375,430.6181640625,378.61114501953125,382.82122802734375,356.60333251953125,121978512.0
2013-04-01,386.8332214355469,409.41912841796875,378.4873046875,390.3994140625,363.6625061035156,138860548.0
2013-05-01,390.3994140625,423.48577880859375,385.941650390625,399.3644104003906,372.0135192871094,143540417.0
2013-06-01,398.0766296386719,432.4012756347656,384.0099792480469,427.2500915527344,402.41644287109375,157352715.0
2013-07-01,426.9529113769531,459.593505859375,415.5609130859375,431.93072509765625,406.82501220703125,153575175.0
2013-08-01,433.4661865234375,437.280029296875,378.3634948730469,422.9161682128906,398.33441162109375,147167661.0
2013-09-01,422.59423828125,446.2698059082031,405.7043151855469,407.3388366699219,383.6624755859375,139674186.0
2013-10-01,409.2705383300781,454.69000244140625,405.0108947753906,453.05548095703125,426.721923828125,125905292.0
2013-11-01,450.7770690917969,458.92486572265625,413.7034912109375,422.59423828125,398.03118896484375,91816427.0
2013-12-01,422.49517822265625,450.23223876953125,414.44647216796875,443.39703369140625,417.6248779296875,98765258.0
2014-01-01,444.511474609375,444.90771484375,407.2397766113281,411.6727600097656,387.74456787109375,130829046.0
2014-02-01,409.22100830078125,411.00408935546875,392.8263854980469,396.21923828125,373.1892395019531,84666249.0
2014-03-01,396.29351806640625,465.4876403808594,394.8323974609375,461.005126953125,434.2095031738281,193368921.0
2014-04-01,463.60546875,489.7328186035156,460.1878662109375,463.50640869140625,436.56536865234375,119413271.0
2014-05-01,463.50640869140625,567.248046875,458.1571350097656,527.3512573242188,496.6993103027344,191745038.0
2014-06-01,532.3290405273438,561.1805419921875,495.30499267578125,502.9327087402344,478.0109558105469,150270931.0
2014-07-01,503.8242492675781,516.751708984375,474.7498474121094,498.4997253417969,473.79766845703125,147317623.0
2014-08-01,492.8284912109375,506.697021484375,480.941162109375,494.6611022949219,470.1492614746094,102931543.0
2014-09-01,497.4595947265625,515.7611083984375,454.3432922363281,468.4099426269531,445.1988830566406,140397557.0
2014-10-01,467.36981201171875,497.13763427734375,451.4952697753906,495.5774230957031,471.0201721191406,126195291.0
2014-11-01,497.2862243652344,503.8985595703125,477.1768493652344,491.1444396972656,466.80682373046875,98409793.0
2014-12-01,489.8566589355469,491.31781005859375,425.813720703125,441.39105224609375,419.51885986328125,135987925.0
2015-01-01,438.98883056640625,462.8625183105469,411.697509765625,453.3279113769531,430.8642272949219,157461583.0
2015-02-01,453.7241516113281,467.4688720703125,414.3721618652344,423.7582092285156,402.759765625,120021303.0
2015-03-01,430.4200439453125,450.55419921875,394.48565673828125,409.1219482421875,388.8487854003906,141612435.0
2015-04-01,408.57708740234375,467.7165222167969,402.73248291015625,427.12628173828125,405.96099853515625,177782685.0
2015-05-01,427.12628173828125,453.4021911621094,424.575439453125,434.3824768066406,412.8576354980469,133664542.0
2015-06-01,435.868408203125,502.288818359375,432.72320556640625,495.3545227050781,476.2780456542969,206588808.0
2015-07-01,495.80029296875,528.9114379882812,486.9591064453125,496.2213134765625,477.1114501953125,144912496.0
2015-08-01,495.80029296875,502.16497802734375,405.15948486328125,423.9315490722656,407.6056213378906,152910514.0
2015-09-01,422.9409484863281,445.52685546875,408.6761474609375,427.10150146484375,410.65350341796875,145856664.0
2015-10-01,432.8717956542969,482.82330322265625,425.2688903808594,469.4005432128906,451.3235778808594,116565592.0
2015-11-01,470.04443359375,491.5902099609375,450.7027893066406,479.00946044921875,460.5624084472656,110094304.0
2015-12-01,477.4740295410156,505.0625,452.13916015625,502.5364685058594,483.1833801269531,133941578.0
2016-01-01,500.15899658203125,539.7586059570312,483.764404296875,512.8388061523438,493.0889587402344,240460471.0
2016-02-01,515.0924682617188,516.0087280273438,439.88037109375,478.7865905761719,460.34814453125,165289727.0
2016-03-01,477.82073974609375,523.0421142578125,477.79595947265625,517.6928100585938,497.756103515625,143481484.0
2016-04-01,514.6714477539062,529.9268188476562,484.8293151855469,486.7362365722656,472.8509216308594,161217673.0
2016-05-01,484.9035949707031,492.8037109375,458.47906494140625,474.4278869628906,460.8936462402344,137694499.0
2016-06-01,474.4774169921875,492.407470703125,462.31768798828125,480.02484130859375,466.3309631347656,120539575.0
2016-07-01,481.8079528808594,514.498046875,480.44586181640625,502.68505859375,488.3447570800781,107208849.0
2016-08-01,504.2204895019531,531.9575805664062,487.08294677734375,525.0233154296875,510.0458068847656,124825078.0
2016-09-01,521.55615234375,559.4717407226562,496.4442138671875,536.7620239257812,521.4495239257812,207450457.0
2016-10-01,538.3965454101562,557.8372802734375,516.80126953125,522.5220336914062,507.6157531738281,124131133.0
2016-11-01,520.7141723632812,523.017333984375,460.6336669921875,490.376708984375,476.3875427246094,132085545.0
2016-12-01,495.30499267578125,537.4059448242188,488.6183776855469,536.1181640625,520.8240966796875,133214854.0
2017-01-01,536.91064453125,543.5972290039062,501.6448974609375,517.6928100585938,502.9244079589844,125066274.0
2017-02-01,518.1385498046875,622.4993286132812,506.20172119140625,613.2123413085938,595.718994140625,232426459.0
2017-03-01,614.2277221679688,662.5447387695312,607.7639770507812,654.2483520507812,635.5842895507812,302502650.0
2017-04-01,664.6993408203125,726.9839477539062,662.24755859375,691.049560546875,671.3356323242188,208781590.0
2017-05-01,691.049560546875,694.4176025390625,641.469482421875,664.055419921875,645.111572265625,148183873.0
2017-06-01,660.0929565429688,715.9138793945312,648.354248046875,683.5209350585938,664.0217895507812,170892671.0
2017-07-01,687.5823974609375,808.090087890625,679.0631713867188,800.0166625976562,777.1942749023438,224060959.0
2017-08-01,803.7561645507812,824.63330078125,757.816650390625,789.7638549804688,772.85986328125,129814885.0
2017-09-01,792.4136962890625,864.3072509765625,771.7842407226562,773.5673828125,757.0101318359375,176230339.0
2017-10-01,773.5673828125,948.8062744140625,773.5673828125,932.0154418945312,912.0667724609375,151198883.0
2017-11-01,938.8506469726562,950.4902954101562,864.8025512695312,912.8966674804688,893.3572387695312,132088378.0
2017-12-01,915.7694091796875,930.083740234375,854.5497436523438,912.4013671875,892.8724975585938,122020943.0
2018-01-01,914.0358276367188,981.6449584960938,897.888916015625,952.2733764648438,931.8911743164062,133375444.0
2018-02-01,954.205078125,963.46728515625,862.8212890625,945.5867919921875,925.3475952148438,146310388.0
2018-03-01,940.8318481445312,950.8865356445312,871.73681640625,874.4114379882812,855.6957397460938,134065567.0
2018-04-01,884.61474609375,1001.5067138671875,876.9375,954.254638671875,933.8300170898438,127094404.0
2018-05-01,954.254638671875,990.6099853515625,898.0870361328125,912.6985473632812,893.1632690429688,128113280.0
2018-06-01,911.3612060546875,1026.27197265625,909.8257446289062,963.3187255859375,942.7000732421875,163110056.0
2018-07-01,963.2196655273438,1179.22216796875,948.0137939453125,1174.863525390625,1156.80712890625,201167225.0
2018-08-01,1179.22216796875,1316.520751953125,1155.001708984375,1229.990966796875,1211.0872802734375,150213627.0
